time,seconds_elapsed,x,y,z
1731899056227002600,0.027002685546875,2.734477571105957,9.094823918914797,0.8037035697937012
1731899056237041400,0.03704150390625,2.6343700141906736,9.16664996871948,0.7053916641235352
1731899056247079700,0.04707958984375,2.6033950302124023,9.235333628845217,0.6111199737548828
1731899056257118500,0.057118408203125,2.741660176086425,8.926631252288818,0.3577835105895995
1731899056267157500,0.067157470703125,2.756623936462402,8.920346472930907,0.4771943183898925
1731899056277195500,0.077195556640625,3.0443770484924317,9.266907163238525,0.5638344909667968
1731899056287234600,0.087234619140625,3.2787095359802243,9.20570538330078,0.2085948196411132
1731899056297272300,0.097272216796875,3.4669536415100097,9.162909028625489,0.1756745468139648
1731899056307311600,0.1073115234375,3.66492419128418,9.173982211303713,0.3066074501037597
1731899056317350700,0.1173505859375,3.772513628387451,9.009081571960447,0.4827309097290039
1731899056327388400,0.127388427734375,3.897760302734375,8.683470146179198,0.7435492530822754
1731899056337427700,0.137427734375,4.248211570739746,8.51018980102539,1.058536408996582
1731899056347466500,0.147466552734375,4.357596659088134,8.360851472473144,1.3925275405883788
1731899056357504500,0.15750439453125,4.60958638381958,8.014889332580566,2.0042460647583007
1731899056367543600,0.16754345703125,4.514416867828369,7.50776749343872,2.6792612953186032
1731899056377581600,0.17758154296875,3.905391820526123,6.852504426574707,3.2095769630432125
1731899056387620400,0.187620361328125,3.3743279647827147,6.309319924926758,3.5817256835937497
1731899056397659600,0.19765966796875,2.488622988128662,5.990891104125976,3.882197991943359
1731899056407697400,0.207697509765625,1.367388423156738,5.88045855255127,4.050540296173096
1731899056417736400,0.217736328125,0.5832873794555664,6.114342127227783,4.024503353118896
1731899056427775700,0.227775634765625,0.9521440727233886,6.713042179870605,3.895665376281738
1731899056437813500,0.2378134765625,2.3880665184020997,7.286004564666747,3.4597710365295407
1731899056447852500,0.2478525390625,3.4687492927551267,7.650671405029296,2.3885154312133787
1731899056457891600,0.2578916015625,3.953874404144287,7.640346410369872,2.012326495361328
1731899056467929600,0.2679296875,4.227112668609619,7.637952208709716,1.3648445838928225
1731899056477968400,0.277968505859375,4.994753575897216,7.875427085876464,0.3116951286315917
1731899056488006700,0.288006591796875,6.225672504425049,8.26089355316162,0.1607107864379882
1731899056498045400,0.29804541015625,7.619696421051024,8.786271179962158,-0.4638765716552734
1731899056508084500,0.30808447265625,7.608772875976562,9.246257173919677,0.3603273498535156
1731899056518122500,0.31812255859375,8.224830890655516,9.453804530334471,0.0595557662963867
1731899056528161500,0.32816162109375,8.387486965942383,9.284115487670896,-0.8053495834350586
1731899056538200600,0.33820068359375,7.92256293106079,9.018209465789797,-0.5138555313110351
1731899056548238600,0.348238525390625,8.073547273254395,8.60655641784668,-0.072125325012207
1731899056558277600,0.358277587890625,8.545504275512695,8.553883981323242,0.0237923789978027
