time,seconds_elapsed,x,y,z
1733549198679627000,0.033626953125,0.0047726212292909,-0.037848376879096,0.0923310776948928
1733549198689588000,0.043587890625,0.0280623114019632,-0.0113677817106246,0.0124006318897008
1733549198699550000,0.053550048828125,0.0771633922446519,-0.015720131701231,-0.0456675261974334
1733549198709512000,0.063511962890625,0.0849349030289799,-0.079072367671132,-0.0471820224136114
1733549198719473000,0.073472900390625,0.0290572041908279,-0.087140523314476,-0.0244534732550382
1733549198729435000,0.083434814453125,-0.004119016158767,-0.0109749830007553,-0.0225648830294609
1733549198739397000,0.093397216796875,-0.0524719820478931,-0.018899930781126,-0.0696972210824489
1733549198749357800,0.10335791015625,-0.0639759573588147,-0.092364395442605,-0.0954787280708551
1733549198759320000,0.113320068359375,-0.1257841422244906,-0.1122504146516323,-0.0781821408331394
1733549198769281800,0.12328173828125,-0.1328117758389562,-0.0590939940035343,-0.0205623110353946
1733549198779243000,0.133242919921875,-0.0584954070558771,0.0225672211170196,0.0617962386995553
1733549198789205000,0.143205078125,-0.0258836521886289,0.0107809217333793,0.0540133297383785
1733549198799167000,0.1531669921875,-0.0065063496867194,-0.0594552285313606,0.004032031995058
1733549198809128000,0.1631279296875,-0.0109969025716185,-0.0319879604130983,0.0316536138921976
1733549198819090000,0.17308984375,-0.0247733893917873,-0.0237964706510305,0.0527957706421613
1733549198829052000,0.183052001953125,-0.0684676427548751,-0.061647770139575,0.0352063379377126
1733549198839014100,0.19301416015625,-0.0342336204480379,-0.0047732057511806,0.0161018244951963
1733549198848974800,0.202974853515625,-0.0221617090560495,-0.0718424164175987,-0.0461930113762617
1733549198858937000,0.21293701171875,-0.0418001467121765,-0.109660398158431,-0.0434615405857563
1733549198868898800,0.22289892578125,-0.0940985257588327,-0.0555056141227483,0.0060743514776229
1733549198878860000,0.232860107421875,-0.1124783051233738,-0.0107791681677103,0.0059562780559062
1733549198888822000,0.242822021484375,-0.0703426793791353,-0.014537643918395,-0.0727139385551214
1733549198898784000,0.252783935546875,-0.0501972420489415,-0.0112134679317474,-0.0887450359016656
1733549198908745000,0.262744873046875,-0.0933468306086957,-0.0044710079342126,-0.0925929435014724
1733549198918707000,0.27270703125,-0.0994921284306794,-0.0262169757962226,-0.0562350974410772
1733549198928669000,0.2826689453125,-0.0552890487626194,-0.0102092593252658,0.0164870244204998
1733549198938630000,0.2926298828125,0.019696013062261,0.0201578218877315,0.0320996040940284
1733549198948591900,0.302591796875,0.0039711321206763,0.0326817878961563,0.0468593663305044
1733549198958554000,0.31255419921875,-0.0301155906699597,0.0598258154094219,0.0658493134826421
1733549198968514800,0.322514892578125,-0.0408416038783267,0.0699877284616231,0.0793126061677932
1733549198978477000,0.33247705078125,-0.0274135651696473,0.0533534045249223,0.0570715482652187
1733549198988439000,0.34243896484375,-0.0152851012848317,0.0094546415656805,-0.0041840076863765
1733549198998401000,0.352401123046875,-0.0258138748880475,-0.0404664504230022,0.0212374338179826
1733549199008362000,0.362362060546875,-0.0274448736233636,-0.0832271492630243,0.0551110618472099
1733549199018324000,0.372323974609375,0.0148851787144318,-0.0512047020584344,0.0646574733495712
1733549199028286000,0.382285888671875,0.0248636614911258,-0.0351531464457511,0.0240279413193464
1733549199038247000,0.392246826171875,0.0421580933043733,-0.0410199926525354,-0.0113344639629125
1733549199048209000,0.402208984375,0.0730815662911161,0.029328970336914,-0.0260650001049041
1733549199058171100,0.412171142578125,0.0553835951782763,0.0346025268256664,0.0174503164947032
1733549199068131800,0.4221318359375,0.0404475995920598,0.0543020835518836,0.0427817416280508
1733549199078094000,0.432093994140625,0.0771426051849499,0.0550946952342987,0.0469505517452955
1733549199088056300,0.442056396484375,0.1384171946305781,0.0712625707030296,-0.0190109899401664
1733549199098017500,0.452017578125,0.1103438869105652,0.0444143112659454,-0.0030067806005477
1733549199107979300,0.461979248046875,-0.0227526972191408,-0.0317184958219528,-0.0350754050344228
1733549199117941500,0.47194140625,-0.1723562891114503,-0.016631985849142,0.0638496640980243
1733549199127902200,0.481902099609375,-0.3153710041327401,0.0374035557210445,0.1749520777583122
1733549199137864400,0.491864501953125,-0.4471437557801604,0.032743747216463,0.4611111985951662
1733549199147826400,0.501826416015625,-0.4818684476807713,-0.0483341150581836,0.3720470137417316
1733549199157788200,0.5117880859375,-0.2817209191936999,0.0499789596557617,0.1717383764088153
1733549199167749400,0.521749267578125,-0.1805386457189917,0.0098211367905139,0.0694447076261043
1733549199177711400,0.53171142578125,-0.1285552143730223,-0.1394125623434782,-0.1087403607040643
1733549199187673300,0.54167333984375,-0.0370606971001252,-0.1607493648827075,-0.2659498610228299
1733549199197634600,0.551634521484375,-0.051033692873083,-0.1391068573951721,-0.3945446767538785
1733549199207596300,0.56159619140625,-0.1592362203733995,-0.2366787583529949,-0.367706354188919
1733549199217558300,0.571558349609375,-0.0701740448139607,-0.2764496277272701,-0.1713397324800491
1733549199227519200,0.581519287109375,0.1169426641210913,0.0760235014945268,-0.0313280351996421
1733549199237481500,0.5914814453125,0.0968927595872432,0.3605915537476539,0.0296487038105726
1733549199247443500,0.601443359375,0.0190588842025026,0.4249222793608904,-0.030992519634962
1733549199257404400,0.611404296875,-0.0349887131316587,0.3642354632079601,-0.0176087219268083
1733549199267366400,0.621366455078125,-0.1061225337553303,0.3984942911624908,0.1274497373491525
1733549199277328100,0.631328125,-0.2075590468525886,0.3431763085663318,0.0874386294782161
1733549199287289300,0.641289306640625,-0.3325901422200724,0.2480038699656724,0.0965413888663053
1733549199297251300,0.651251220703125,-0.2353399657635949,0.1846405280798673,-0.0649181701123714
1733549199307213300,0.66121337890625,0.1360065258928109,0.4722030859738588,0.1416360836118459
1733549199317175300,0.67117529296875,0.5336783856233581,0.906648395961523,0.0334457580059766
1733549199327136300,0.68113623046875,-0.0559598241636529,-0.0748614719778299,-0.2264846965968608
1733549199337098200,0.69109814453125,-0.3290274082371965,-0.4902917003720998,0.0251928934454917
1733549199347060500,0.701060546875,-0.2373655167744494,-0.3413374027013778,-0.0464344189167022
1733549199357021400,0.711021484375,-0.032376288443827,-0.2499848146498203,0.0014537059396505
1733549199366983400,0.7209833984375,0.2987285151558928,0.0503425322711467,0.0250794961988925
1733549199376945200,0.730945068359375,0.2147602104030549,0.0600374123334884,0.0897363850265741
1733549199386906400,0.74090625,0.0510575760721694,-0.0293716404348611,0.1307341658473014
