time,seconds_elapsed,x,y,z
1732732974647626800,0.036626708984375,0.08197039066758,-0.1804234949067235,-0.0626467180490493
1732732974657673000,0.0466728515625,0.1107287215096876,-0.1066764869768172,-0.2259077734917402
1732732974667719000,0.056718994140625,0.1172467981668189,-0.0346422743141651,-0.3394610874354839
1732732974677764900,0.066764892578125,0.1190990749699994,0.0278027836829423,-0.4078139081716537
1732732974687810800,0.076810791015625,0.087745649600774,0.0943302886880934,-0.3993775037378072
1732732974697857000,0.08685693359375,0.0459236198503524,0.1695551140855997,-0.3176490685999393
1732732974707903000,0.096903076171875,0.0207458874413743,0.1984808373838663,-0.1318757370978593
1732732974717949000,0.106948974609375,0.0385060005376115,0.176869236491248,0.0884177036434411
1732732974727995000,0.116994873046875,0.0719137646207585,0.1265042001273483,0.2791027725845575
1732732974738040800,0.127040771484375,0.0842093287007883,0.0671092504158616,0.4121171583235263
1732732974748087000,0.137087158203125,0.1024896297462284,-0.0035923254035413,0.4632499641895294
1732732974758132700,0.1471328125,0.1108101527154445,-0.0700866587914526,0.3861842601656913
1732732974768178700,0.1571787109375,0.088554883624427,-0.117417003634572,0.2201367888748645
1732732974778224600,0.167224609375,0.0724279246879741,-0.1656695048239082,0.0097872345209121
1732732974788270600,0.1772705078125,0.091096311735548,-0.2055582284241914,-0.1352308927446603
1732732974798316800,0.18731689453125,0.094244217839837,-0.214998695334047,-0.1991962921768426
1732732974808362800,0.19736279296875,0.0965013125842437,-0.2093150236744433,-0.1991980457425117
1732732974818408700,0.20740869140625,0.1048350238285958,-0.1973881467763334,-0.1846048722445964
1732732974828454700,0.21745458984375,0.1057487776726484,-0.1648375109791755,-0.1159112752467393
1732732974838500900,0.2275009765625,0.133374889614433,-0.1040108479641377,-0.0528226586490869
1732732974848546800,0.237546875,0.1635948174417018,-0.052170113024488,-0.026443770289421
1732732974858592800,0.2475927734375,0.1900222211182117,-0.023346461861208,-0.0574357054024934
1732732974868638700,0.257638671875,0.1361959383845329,-0.006235168062523,-0.007905658558011
1732732974878684700,0.2676845703125,0.0747678388776257,0.0379568056896328,0.0895645355910062
1732732974888731000,0.27773095703125,0.0292353007040917,0.0740032477132976,0.0876227538734674
1732732974898776800,0.28777685546875,-0.037290048876591,0.0927429464314132,0.0663537558734417
1732732974908822800,0.29782275390625,-0.0552639873865991,0.0605775105595588,0.0416769952565431
1732732974918868700,0.30786865234375,-0.0343775772296823,0.008066475142911,0.051093642899394
1732732974928914700,0.317914794921875,-0.0292302592027932,-0.0569712296959012,0.1019154831200838
1732732974938961700,0.327961669921875,-0.076033602763433,-0.0882083717416971,0.1349438924968242
1732732974949008000,0.3380078125,-0.1153519243309274,-0.0312418912861496,0.0281295314192771
1732732974959053800,0.3480537109375,-0.1321898993472568,0.0847810276415199,-0.0811801536053419
1732732974969099800,0.358099853515625,-0.097866901849024,0.1923861007053404,-0.0914116247624158
1732732974979145700,0.368145751953125,-0.0238784681123681,0.2263620931304991,-0.0999386300891637
1732732974989191700,0.378191650390625,0.0393975060172379,0.2217980000853538,-0.0097270287662744
1732732974999238000,0.38823779296875,0.0903505531358532,0.1889189360514283,0.0883522371917963
1732732975009283800,0.398283935546875,0.102821163255535,0.1410639828123152,0.1583235990405082
1732732975019329800,0.408329833984375,0.0896579860281199,0.1313976712573319,0.2167839713156223
1732732975029375700,0.418375732421875,0.0612184022789821,0.086417250541225,0.3141711633563041
1732732975039421700,0.428421630859375,0.0364133391072973,0.0255704945862293,0.3152466836333275
1732732975049468000,0.438468017578125,0.0348675527037121,0.0061525312803685,0.250524328354001
1732732975059513900,0.448513916015625,0.0634066147719509,0.0198671683780848,0.150295190885663
1732732975069559800,0.458559814453125,0.1026665572157129,-0.0021652152098715,0.012709843969345
1732732975079605800,0.468605712890625,0.1424599672153592,-0.030841420726478,-0.0270832372367382
1732732975089651700,0.478651611328125,0.1619778472317382,-0.0981026468336582,-0.0071077861785888
1732732975099698000,0.488697998046875,0.175306572018098,-0.1195544540546834,-0.0248521171838045
1732732975109743900,0.498743896484375,0.1760478005731478,-0.0666539078637957,-0.1508177534550428
1732732975119789800,0.508789794921875,0.1754440625263378,0.0334288068711757,-0.2764052040636539
1732732975129835800,0.518835693359375,0.1541028760729357,0.1135959840416908,-0.242514040377736
1732732975139881700,0.5288818359375,0.144232968237251,0.1121381864488124,-0.1410837104260921
1732732975149928000,0.538927978515625,0.1270810501672327,0.0376157371670007,0.0177741416215896
1732732975159974000,0.548973876953125,0.0823330865001305,-0.0828217833325266,0.1921715081065893
1732732975170019800,0.559019775390625,0.0126448341754265,-0.1862489861898124,0.3392541666865348
1732732975180065800,0.569065673828125,-0.0234790935312397,-0.1830797085039317,0.3786789991021156
1732732975190112000,0.579112060546875,-0.050819173339568,-0.1250144730262458,0.2934463552355766
1732732975200158000,0.589157958984375,-0.0492153731384314,-0.066970426467061,0.1756038196653127
1732732975210204000,0.599203857421875,0.0054785958078689,-0.0457275858215987,0.0779629451245069
1732732975220249900,0.609249755859375,0.0273899468320421,-0.0991273137062788,0.0368406611412763
1732732975230295800,0.6192958984375,0.0458574775452725,-0.1594622476816177,-0.028750878188014
1732732975240342000,0.629342041015625,0.0612986827072687,-0.1740868392311036,-0.0736743080198764
1732732975250388000,0.639387939453125,0.0720875137524679,-0.1929001146420836,-0.0349608387440443
1732732975260434000,0.649433837890625,0.054678588714078,-0.2136043183661997,0.0372194313257932
1732732975270480000,0.65947998046875,0.0551775512121617,-0.168254187554866,0.102293668782711
1732732975280525800,0.66952587890625,0.0796007206604816,-0.1045436396665871,0.129576812505722
1732732975290572000,0.679572021484375,0.107901553526055,-0.0350640068575739,0.0970692121326923
1732732975300618000,0.689617919921875,0.1611881946913897,0.0019767069004476,0.004727613043785
